,player_id,First Name,Last Name,Hand,Country,Height,Elo Rating,Clay Elo Rating,Hard Elo Rating,Grass Elo Rating,Carpet Elo Rating,n_games,last_game
192,106283,Mitchell,Krueger,R,USA,188,1492.0,1495.0,1430.0,1519.0,1500.0,32,2024-09-18
193,106034,Yasutaka,Uchiyama,R,JPN,183,1492.0,1499.0,1493.0,1487.0,1500.0,41,2024-09-18
194,105062,Mikhail,Kukushkin,R,KAZ,183,1491.0,1450.0,1507.0,1476.0,1501.0,413,2024-10-14
195,206499,Aleksandar,Kovacevic,R,USA,183,1490.0,1508.0,1511.0,1514.0,1500.0,48,2024-11-04
196,123755,Daniel Elahi,Galan,R,COL,191,1489.0,1506.0,1542.0,1433.0,1500.0,126,2024-07-29
197,105311,Joao,Sousa,R,POR,185,1488.0,1485.0,1534.0,1453.0,1500.0,484,2024-02-02
198,126535,Carlos,Taberner,R,ESP,183,1487.0,1550.0,1553.0,1403.0,1500.0,38,2024-04-15
199,126523,Bernabe,Zapata Miralles,R,ESP,183,1486.0,1496.0,1495.0,1487.0,1500.0,97,2024-03-04
200,104269,Fernando,Verdasco,L,ESP,188,1484.0,1473.0,1517.0,1512.0,1510.0,1007,2023-04-17
201,105561,Alessandro,Giannessi,L,ITA,185,1484.0,1536.0,1489.0,1500.0,1500.0,36,2023-04-03
202,105819,Guido,Andreozzi,R,ARG,183,1482.0,1476.0,1447.0,1533.0,1500.0,40,2024-07-22
203,106398,Pedro,Cachin,R,ARG,185,1477.0,1528.0,1451.0,1599.0,1500.0,72,2024-07-15
204,105359,Jason,Jung,R,TPE,180,1473.0,1529.0,1501.0,1512.0,1500.0,35,2023-07-31
205,124014,Ernesto,Escobedo,R,MEX,185,1461.0,1487.0,1470.0,1489.0,1500.0,63,2024-02-03
206,106198,Hugo,Dellien,R,BOL,180,1461.0,1468.0,1523.0,1426.0,1500.0,98,2024-09-13
207,104907,Jose Rubin,Statham,R,NZL,180,1459.0,1476.0,1487.0,1498.0,1512.0,50,2024-09-14
208,126340,Viktor,Durasovic,R,NOR,185,1457.0,1500.0,1538.0,1500.0,1500.0,31,2024-02-02
209,106368,Ramkumar,Ramanathan,R,IND,188,1457.0,1499.0,1471.0,1524.0,1500.0,62,2024-02-03
210,105155,Pedro,Sousa,R,POR,180,1456.0,1464.0,1467.0,1510.0,1512.0,49,2023-04-03
211,111576,Sumit,Nagal,R,IND,178,1456.0,1472.0,1592.0,1477.0,1500.0,48,2024-11-04
212,208134,Luca,Nardi,R,ITA,185,1451.0,1547.0,1492.0,1379.0,1500.0,31,2024-10-02
213,110602,Dennis,Novak,R,AUT,183,1449.0,1473.0,1533.0,1533.0,1500.0,80,2023-09-15
214,105432,Prajnesh,Gunneswaran,L,IND,188,1449.0,1482.0,1546.0,1603.0,1500.0,39,2023-02-03
215,105614,Bradley,Klahn,L,USA,183,1448.0,1467.0,1529.0,1476.0,1500.0,56,2023-07-31
216,106005,Constant,Lestienne,R,FRA,180,1433.0,1464.0,1516.0,1515.0,1500.0,59,2024-08-26
217,202358,Chun Hsin,Tseng,R,TPE,175,1422.0,1524.0,1517.0,1502.0,1500.0,32,2024-09-14
218,105332,Benoit,Paire,R,FRA,196,1415.0,1525.0,1495.0,1511.0,1500.0,541,2024-07-15
219,117356,Cem,Ilkel,R,TUR,185,1404.0,1609.0,1548.0,1493.0,1500.0,41,2024-02-02
