Rank  Name                    Rating
836.  Mariano Navone                64.109
837.  Erick Iskersky                64.088
838.  Paul Chamberlin               64.077
839.  Mariano Sanchez               64.009
840.  Julio Cesar Campozano         63.851
841.  Dennis Matthews               63.835
842.  Gabriel Silberstein           63.721
843.  Marcello Lara                 63.548
844.  Blaise Bicknell               63.402
845.  Adrian Voinea                 63.304
846.  Tommy Robredo                 63.253
847.  Maxime Huard                    63.2
848.  Johan Van Herck               63.152
849.  Federico Sanchez              62.969
850.  Bartlomiej Dabrowski          62.837
851.  Hans Simonsson                62.747
852.  Alfred Schwartz               62.689
853.  Henri Leconte                 62.643
854.  Pat Dupre                     62.503
855.  Ryan Russell                  62.426
856.  Luke Milligan                 62.023
857.  Jonas Forejtek                62.014
858.  Ivo Minar                     61.987
859.  Peter Marmureanu              61.836
860.  Andrew Pattison               61.819
861.  Oscar Martinez                61.644
862.  Kim Tiilikainen               61.576
863.  Sergio Galdos                 61.283
864.  Vladimir Zednik               61.277
865.  Ian Flanagan                   61.18
866.  Marco Armellini               61.098
867.  Jacques Radoux                61.054
868.  Mark Bailey                    60.96
869.  Alex Obrien                   60.669
870.  John Whitlinger               60.627
871.  Konstantinos Economidis       60.587
872.  Grant Stafford                60.551
873.  Igor Saric                    60.384
874.  Agustin Calleri               60.351
875.  Cyril Saulnier                 60.35
876.  Bjorn Fratangelo              60.345
877.  Daniel Altmaier               60.286
878.  Peter Fleming                 60.178
879.  Arthur Schroder                 60.0
880.  Lukas Klein                   59.955
881.  Ernests Gulbis                59.943
882.  Denis Langaskens              59.815
883.  Bruce Derlin                  59.796
884.  David Engel                   59.631
885.  Beibit Zhukayev               59.609
886.  Robert Trogolo                59.513
887.  Hank Irvine                   59.509
888.  Mansour Bahrami               59.226
889.  Luka Gregorc                  59.209
890.  Pedro Martinez                59.126
891.  Romain Arneodo                59.117
892.  Rodolphe Gilbert              59.074
893.  Toshihide Matsui              58.867
894.  Martin Damm Sr                58.779
895.  Thomaz Koch                    58.53
896.  Christian Miniussi            58.489
897.  Daniel Evans                  58.456
898.  D Sullivan                    58.143
899.  Eric Taino                    58.084
900.  Jacco Eltingh                 58.003
901.  Lars Elvstrom                 57.915
902.  Billy Harris                  57.908
903.  Francesco Cancellotti         57.896
904.  Henrik Sundstrom               57.82
905.  Michael Kohlmann              57.789
906.  Ljuben Genov                  57.755
907.  Shiv Prakash Misra            57.673
908.  Tom Kiss                      57.625
909.  Jose Antonio Fernandez         57.62
910.  Ryan Peniston                 57.569
911.  Nuno Marques                   57.55
912.  Blaine Willenborg              57.52
913.  Paul Torre                    57.433
914.  Sebastian Decoud              57.311
915.  Dimitar Kutrovsky             57.154
916.  Vladimir Gabrichidze          56.971
917.  Alexander Mronz               56.797
918.  Adam Pavlasek                 56.599
919.  Bart Wuyts                    56.511
920.  Tadeusz Nowicki               56.462
921.  Dave Siegler                  56.322
922.  Janez Semrajc                 56.311
923.  Thomas Gollwitzer              56.13
924.  Patrice Kuchna                56.115
925.  Tung Lin Wu                    56.04
926.  Joseph Russell                55.887
927.  Stefano Pescosolido           55.866
928.  Federico Dondo                55.806
929.  Edwin Kempes                  55.671
930.  Viktor Troicki                55.407
931.  Ken Binns                     55.368
932.  Antonio Martinez              55.356
933.  Alberto Berasategui           55.299
934.  Martin Damm                   55.298
935.  Tarik Benhabiles              55.267
936.  Alex Antonitsch               55.039
937.  Roberto Vizcaino              54.502
938.  Marco Cecchinato              54.364
939.  Juan Sebastian Cabal          54.257
940.  Ion Tiriac                    54.085
941.  Henri Kontinen                54.052
942.  Evgeny Korolev                53.816
943.  Dmitry Tursunov               53.798
944.  Martin Vassallo Arguello      53.798
945.  Reda Galou                    53.543
946.  Miguel Nido                   53.509
947.  Stefano Travaglia             53.424
948.  Joe Rush                       53.21
949.  Miguel Gallardo Valles        53.136
950.  Chris Dunk                    53.118
951.  Chung Hsing Liu               53.086
952.  John Barrett                  53.079
953.  Paul Annacone                  53.03
954.  Lars Anders Wahlgren          53.016
955.  Michael Russell               52.994
956.  Federico Delbonis             52.982
957.  Kepler Orellana               52.948
958.  Alex Corretja                 52.836
959.  Sargis Sargsian               52.756
960.  Igor Andreev                  52.754
961.  Deon Joubert                  52.579
962.  Trey Waltke                   52.474
963.  Dusan Vemic                   52.434
964.  Massimiliano Narducci         52.397
965.  Pablo Llamas Ruiz             52.396
966.  Daniel Gimeno Traver          52.395
967.  Filip Polasek                  51.92
968.  Andrej Martin                 51.827
969.  Diego Galeano                 51.529
970.  Juan Carlos Saez              51.396
971.  Carl Uwe Steeb                51.316
972.  Ioannis Rigas                 51.226
973.  James Duckworth               51.151
974.  Luciano Darderi               51.136
975.  Yu Hsiou Hsu                  50.999
976.  Meir Wertheimer               50.908
977.  Arvind Parmar                 50.752
978.  Gilles Elseneer               50.715
979.  Anders Jarryd                 50.703
980.  Orlando Lourenco              50.688
981.  Tim Donovan                   50.441
982.  Sebastien Grosjean             50.34
983.  Jamie Morgan                  50.334
984.  David Pate                    50.279
985.  Juan Balcells                 50.193
986.  Dimitri Poliakov               50.18
987.  Christian Harrison            50.142
988.  Paolo Pambianco               50.005
989.  John Austin                   49.995
990.  Tomas Smid                     49.93
991.  Rauty Krog                    49.816
992.  Yuki Bhambri                  49.693
993.  Philip Johnson                49.503
994.  Alistair Hunt                 49.195
995.  Grover Raz Reid                49.12
996.  Pender Murphy                 49.105
997.  Andrei Pavel                  49.074
998.  Colin Obrien                  49.022
999.  Brian Bowman                  48.998
1000.  Go Soeda                      48.749
1001.  Daniele Bracciali             48.743
1002.  Adrian Marcu                  48.701
1003.  Elias Ymer                    48.645
1004.  Carlos Cuadrado               48.642
1005.  Frank Dancevic                48.525
1006.  Jaume Munar                   48.511
1007.  Chuck Mckinley                48.488
1008.  Vijay Amritraj                48.389
1009.  Wing Luen Wong                48.345
1010.  Elmer Moller                  48.246
1011.  Michael Brown B395            48.189
1012.  Hady Habib                      48.0
1013.  Johan Anderson                 47.87
1014.  Solon Peppas                  47.852
1015.  Arnaud Di Pasquale            47.779
1016.  Somdev Devvarman                47.5
1017.  Marco Trungelliti              47.45
1018.  Jia Ping Xia                   47.38
1019.  Radomir Vasek                 47.199
1020.  Jiri Hrebec                   47.185
1021.  Jiu Hua Zhang                 47.082
1022.  Jonathan Erlich               46.921
1023.  Brian Baker                   46.898
1024.  Tom Edlefsen                   46.85
1025.  Alejandro Falla               46.627
1026.  Dean Botha                    46.564
1027.  Jan Vacek                     46.435
1028.  Gianluca Mager                46.433
1029.  Cezar Cretu                   46.257
1030.  Tucker Vorster                46.253
1031.  Anders Haseth                 45.975
1032.  Maximilian Marterer           45.942
1033.  Saeed Meer                    45.932
1034.  Michael Grant                  45.75
1035.  Mark Kratzmann                45.667
1036.  Georges Goven                 45.603
1037.  Isao Kobayashi                45.594
1038.  Aisam Ul Haq Qureshi          45.564
1039.  Alibek Kachmazov              45.554
1040.  Henrique Rocha                45.513
1041.  Peter Lundgren                45.505
1042.  Tihomir Grozdanov             45.505
1043.  Stevenson Clarke              45.502
1044.  Mario Vilella Martinez        45.478
1045.  Filip Aniola                   45.25
1046.  Khaled El Salawy              45.228
1047.  Sashi Menon                   45.163
