player_id,player_id.1,name_first,name_last,hand,country,height,elo_rating,elo_clay_rating,elo_hard_rating,elo_grass_rating,elo_carpet_rating,elo_unknown_rating
108439,108439,Tony,Withers,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
108440,108440,Torquato,Artaldi,R,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
108490,108490,Walmir,Bandeira,R,BRA,0,0.0,0.0,0.0,0.0,0.0,0.0
108454,108454,Ulf,Johnsson,R,SWE,0,0.0,0.0,0.0,0.0,0.0,0.0
108456,108456,Ulices,Cerda,R,CHI,0,0.0,0.0,0.0,0.0,0.0,0.0
108457,108457,Uwe,Zisser,R,AUT,0,0.0,0.0,0.0,0.0,0.0,0.0
108442,108442,Torsten,Park,R,GER,0,0.0,0.0,0.0,0.0,0.0,0.0
108444,108444,Toshiyuki,Tsuji,R,JPN,0,0.0,0.0,0.0,0.0,0.0,0.0
108445,108445,Travis,Boyd,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
108447,108447,Trevor,Raal,R,RSA,0,0.0,0.0,0.0,0.0,0.0,0.0
108448,108448,Troy,Collins,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
108461,108461,Valerio,Boccitto,R,VEN,0,0.0,0.0,0.0,0.0,0.0,0.0
108462,108462,Valerio,Vairdo,R,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
108463,108463,Veerawah,Selvam,R,MLI,0,0.0,0.0,0.0,0.0,0.0,0.0
108464,108464,Vesa,Poenkkae,R,FIN,0,0.0,0.0,0.0,0.0,0.0,0.0
108465,108465,Vesa,Ponkka,R,FIN,0,0.0,0.0,0.0,0.0,0.0,0.0
108450,108450,Trym,Landa,R,NOR,0,0.0,0.0,0.0,0.0,0.0,0.0
108451,108451,Tyler,Corse,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
