Rank  Name                               Rating
4900.    Edgars Manusis                    -21.021 
4901.    V Bercham                         -21.022 
4902.    Martin Rmus                       -21.022 
4903.     Nocentini                        -21.031 
4904.    Steve Woodley                     -21.031 
4905.    Jose Maria Minguella              -21.034 
4906.    Antoine Breikeh                   -21.035 
4907.    Gordon Sawyer                      -21.04 
4908.    Daniele Balducci                  -21.043 
4909.    Juan Arredondo                    -21.051 
4910.    Jerry Williams                    -21.052 
4911.    Byron Humphrey                    -21.056 
4912.    Hector Moretti                    -21.062 
4913.    James Cameron                     -21.074 
4914.    Peter Macdonald                   -21.077 
4915.    Gaetano Scagnolari                -21.079 
4916.    Alan Frost                         -21.08 
4917.    Bob Goldbeck                       -21.08 
4918.    Raul Garcia                       -21.083 
4919.    Marwan Zewar                      -21.084 
4920.     Ganguelin                        -21.085 
4921.    Frits Luyk                        -21.086 
4922.    Erik Chvojka                       -21.09 
4923.    Rowland Fellows                   -21.093 
4924.    Andre Lopes                       -21.094 
4925.    Terry Saunders                      -21.1 
4926.    Robert Mcivor                     -21.104 
4927.    Paul Kilderry                     -21.105 
4928.    Luigi Compagna                    -21.107 
4929.    Michael Mitchell                  -21.107 
4930.    M Harrison                        -21.112 
4931.    Uli Heyne                         -21.115 
4932.    A Chappell                        -21.117 
4933.    Sebastian Soresini                -21.118 
4934.    Juan Figueroa                     -21.121 
4935.    Sebastian Arcila                  -21.121 
4936.    Phil Meyer                        -21.125 
4937.    Marek Marksoo                     -21.127 
4938.    Andrei Soltoianu                  -21.128 
4939.    Roselle Nilo Natividad             -21.13 
4940.    Frank Barrett                     -21.132 
4941.    Ramon Gallardo                    -21.136 
4942.    Patrick Flynn                     -21.138 
4943.    Hans Docher                        -21.14 
4944.    Bob Mcguire                       -21.147 
4945.    G Young                           -21.148 
4946.    Edouardo Prada                     -21.15 
4947.    Ernesto Rios                       -21.15 
4948.     Belzunce                          -21.15 
4949.    P Coyle                            -21.15 
4950.    B Moran                            -21.15 
4951.    B Sweeney                          -21.15 
4952.    D Tomlinson                        -21.15 
4953.    Abdullah Al Khalil                 -21.15 
4954.    Tawfik Al Ibrahim                  -21.15 
4955.    Matavao Fanguna                    -21.15 
4956.    Ljuben Vodeb                      -21.157 
4957.    Tony Goold                        -21.161 
4958.    Ricardo Narcio                    -21.163 
4959.    Dennis Kylur                      -21.164 
4960.    Daniel Michalski                  -21.165 
4961.    Joseph Mateo                      -21.166 
4962.    Reed Cordish                      -21.166 
4963.    George Loffhagen                  -21.169 
4964.    Don Fahrney                       -21.174 
4965.    I Kuba                            -21.176 
4966.    Reg Trevaskis                     -21.185 
4967.    Nur Gurak                         -21.185 
4968.    Dick Peters                       -21.186 
4969.    Hugh Tierney                      -21.186 
4970.    David Wright                      -21.189 
4971.    P Gorostiaga                      -21.189 
4972.    Greg Shave                        -21.197 
4973.    Nicholas Campbell                 -21.201 
4974.    U Tatarelli                       -21.204 
4975.    Robert Dickerson                  -21.204 
4976.    Phil Scanlon                      -21.205 
4977.    Hao Sheng Koay                    -21.205 
4978.    Jeff Edwards                      -21.206 
4979.    C Whittle                         -21.207 
4980.    Pit Omaley                        -21.212 
4981.    Hank Scoble                       -21.213 
4982.    Phil Brooks                       -21.215 
4983.    Ee Wei Tan                        -21.215 
4984.    Jose L Asensio                    -21.216 
4985.    Djordje Djuranovic                -21.216 
4986.    Don Mays                          -21.217 
4987.    Ichiro Nakanishi                  -21.218 
4988.    Delmas Ntcha                      -21.218 
4989.    Matteo Trevisan                   -21.222 
4990.    Peter Mcpherson                   -21.225 
4991.    Wilfredo Henry Torriente          -21.228 
4992.    Ismail Sauce                      -21.229 
4993.    Basil Bucknell                    -21.242 
4994.    Ivon Savy                         -21.243 
4995.    Roger Ashcroft                    -21.244 
4996.    Peter Daub                        -21.248 
4997.    Hamza Karmoussi                   -21.252 
4998.    Andres Molteni                    -21.256 
4999.    Les Bourne                        -21.257 
5000.    P Frymann                         -21.267 
5001.    Morton Stern                      -21.272 
5002.    Hernando Leguizamon               -21.273 
5003.    Danny Beukes                      -21.275 
5004.    Mahmoud Nader Al Baloushi         -21.278 
5005.    T Ellis                           -21.279 
5006.    Barunur Rashid Bhuiyan            -21.281 
5007.    George Czuczka                    -21.284 
5008.    J Green                           -21.284 
5009.    Anatol Navrotchi                  -21.286 
5010.    Jeff Brown                        -21.287 
5011.    Bert Van Slooten                  -21.288 
5012.    Fred Martin                       -21.288 
5013.    Tetsuya Sato                      -21.296 
5014.    Terry Whelpton                    -21.297 
5015.    Gaston Escofet                    -21.307 
5016.    O J Oosthuysen                    -21.314 
5017.    Peter Bartkowicz                  -21.315 
5018.    Dale Leprevost                    -21.316 
5019.    Ross Hewitt                       -21.317 
5020.    Donald Sea                        -21.323 
5021.    Roberto Matteoli                  -21.333 
5022.    D Carswell                        -21.338 
5023.    Hei Yin Andrew Li                 -21.339 
5024.    Mohammed Rahizam Abdul Rahim       -21.34 
5025.    Conrad Hamilton                   -21.341 
5026.    Eddy Gonzalez Gonzalez            -21.343 
5027.    Wataru Fujii                      -21.349 
5028.    Ron Fick                          -21.351 
5029.    A Lautenschlager                  -21.355 
5030.    Philip Riise Hansen                -21.38 
5031.    George Kesel                      -21.386 
5032.    Inam Ul Haq                       -21.386 
5033.    Nicola Kuhn                       -21.392 
5034.    R Frost                           -21.393 
5035.    Scott Bristol                     -21.398 
5036.    Sammy Giammalva                     -21.4 
5037.    Joseph Offenheim                  -21.405 
5038.    A Hill                            -21.406 
5039.    William Willerson                 -21.407 
5040.    Lucas Andriamasilalao             -21.412 
5041.    Steve Wedderburn                  -21.416 
5042.    N Wynward                         -21.424 
5043.    Paul Barth                        -21.436 
5044.    Peter Smith                       -21.436 
5045.    F Starbuck                        -21.438 
5046.    James Shaffer                     -21.439 
5047.    Oscar Rodriguez Sanchez           -21.449 
5048.    Ivan Cerovic                      -21.453 
5049.    Martin Venning                    -21.458 
5050.    Roland Stiegler                   -21.459 
5051.    Tom Simpkins                       -21.47 
5052.    Reid Robson                       -21.475 
5053.    Pavel Chekhov                     -21.478 
5054.    Hernando Jose Escurra Isnardi     -21.478 
5055.    Samir Farid                        -21.48 
5056.    Don Hodgskins                     -21.492 
